2025-12-19 11:14:01,DETECTED,22
2025-12-19 11:14:02,DETECTED,20
2025-12-19 11:14:03,DETECTED,18
2025-12-19 11:14:03,DETECTED,16
2025-12-19 11:14:04,DETECTED,14
2025-12-19 11:14:05,DETECTED,10
2025-12-19 11:14:06,DETECTED,11
2025-12-19 11:14:07,DETECTED,9
2025-12-19 11:14:08,DETECTED,12
2025-12-19 11:14:09,DETECTED,14
2025-12-19 11:14:10,DETECTED,15
2025-12-19 11:14:11,DETECTED,20
2025-12-19 11:14:12,DETECTED,19
2025-12-19 11:14:12,DETECTED,13
2025-12-19 11:14:13,DETECTED,10
2025-12-19 11:14:13,DETECTED,7
2025-12-19 11:14:14,DETECTED,13
2025-12-19 11:14:14,DETECTED,18
2025-12-19 11:14:15,DETECTED,26
2025-12-19 11:14:15,DETECTED,20
2025-12-19 11:14:16,DETECTED,18
2025-12-19 11:14:16,DETECTED,12
2025-12-19 11:14:41,DETECTED,20
2025-12-19 11:14:41,DETECTED,15
2025-12-19 11:14:42,DETECTED,12
2025-12-19 11:15:00,DETECTED,14
2025-12-19 11:15:01,DETECTED,11
2025-12-19 11:15:01,DETECTED,9
2025-12-19 11:15:02,DETECTED,11
2025-12-19 11:15:02,DETECTED,25
2025-12-19 11:15:03,DETECTED,27
2025-12-19 11:15:03,DETECTED,11
2025-12-19 11:15:04,DETECTED,7
2025-12-19 11:15:22,DETECTED,16
2025-12-19 11:15:23,DETECTED,14
2025-12-19 11:15:25,DETECTED,16
2025-12-19 11:15:25,DETECTED,14
2025-12-19 11:15:26,DETECTED,15
2025-12-19 11:15:26,DETECTED,10
2025-12-19 11:15:27,DETECTED,8
2025-12-19 11:15:27,DETECTED,9
2025-12-19 11:15:28,DETECTED,10
2025-12-19 11:15:28,DETECTED,9
2025-12-19 11:15:29,DETECTED,11
2025-12-19 11:15:30,DETECTED,19
2025-12-19 11:15:30,DETECTED,16
2025-12-19 11:15:31,DETECTED,14
2025-12-19 11:15:32,DETECTED,8
2025-12-19 11:15:32,DETECTED,9
2025-12-19 11:15:33,DETECTED,7
2025-12-19 11:15:33,DETECTED,12
2025-12-19 11:15:34,DETECTED,18
2025-12-19 14:55:42,DETECTED,7
2025-12-19 14:55:43,DETECTED,11
2025-12-19 14:55:43,DETECTED,13
2025-12-19 14:55:44,DETECTED,10
2025-12-19 14:55:44,DETECTED,12
2025-12-19 14:55:45,DETECTED,22
2025-12-19 14:55:45,DETECTED,23
2025-12-19 14:55:46,DETECTED,21
2025-12-19 14:55:47,DETECTED,13
2025-12-19 14:55:47,DETECTED,11
2025-12-19 14:55:48,DETECTED,8
2025-12-19 14:55:49,DETECTED,6
2025-12-19 14:55:49,DETECTED,5
2025-12-19 14:55:50,DETECTED,6
2025-12-19 14:55:51,DETECTED,12
2025-12-19 14:55:52,DETECTED,11
2025-12-19 14:55:54,DETECTED,9
2025-12-19 14:55:55,DETECTED,5
2025-12-19 14:55:55,DETECTED,6
2025-12-19 14:55:57,DETECTED,12
2025-12-19 14:55:58,DETECTED,14
2025-12-19 14:55:59,DETECTED,13
2025-12-19 14:55:59,DETECTED,19
2025-12-19 14:56:00,DETECTED,7
2025-12-19 14:56:01,DETECTED,8
2025-12-19 14:56:01,DETECTED,9
2025-12-19 14:56:02,DETECTED,7
2025-12-19 14:56:07,DETECTED,6
2025-12-19 14:56:09,DETECTED,8
2025-12-19 14:56:11,DETECTED,9
2025-12-19 14:56:11,DETECTED,14
2025-12-19 14:56:13,DETECTED,13
2025-12-19 14:56:13,DETECTED,20
2025-12-19 14:56:14,DETECTED,19
2025-12-19 14:56:17,DETECTED,13
2025-12-19 14:56:17,DETECTED,6
2025-12-19 14:56:18,DETECTED,4
2025-12-19 14:56:18,DETECTED,3
2025-12-19 14:56:20,DETECTED,2
2025-12-19 14:56:20,DETECTED,3
2025-12-19 14:56:21,DETECTED,2
2025-12-19 14:56:22,DETECTED,3
2025-12-19 14:56:24,DETECTED,4
2025-12-19 14:56:24,DETECTED,2
2025-12-19 14:56:26,DETECTED,3
2025-12-19 14:56:27,DETECTED,2
2025-12-19 14:56:29,DETECTED,3
2025-12-19 14:56:29,DETECTED,4
2025-12-19 14:56:30,DETECTED,3
2025-12-19 14:56:31,DETECTED,6
2025-12-19 14:56:31,DETECTED,11
2025-12-19 14:56:32,DETECTED,9
2025-12-19 14:56:32,DETECTED,10
2025-12-19 14:56:34,DETECTED,11
2025-12-19 14:56:34,DETECTED,22
2025-12-19 14:56:35,DETECTED,13
2025-12-19 14:57:15,DETECTED,25
2025-12-19 14:57:17,DETECTED,13
2025-12-19 14:57:18,DETECTED,7
2025-12-19 14:57:18,DETECTED,5
2025-12-19 14:57:20,DETECTED,4
2025-12-19 14:57:21,DETECTED,3
2025-12-19 14:57:23,DETECTED,14
2025-12-19 14:57:23,DETECTED,5
2025-12-19 14:58:56,DETECTED,16
2025-12-19 14:58:57,DETECTED,11
2025-12-19 14:58:58,DETECTED,10
2025-12-19 14:58:58,DETECTED,8
2025-12-19 14:58:59,DETECTED,7
2025-12-19 14:58:59,DETECTED,9
2025-12-19 14:59:00,DETECTED,15
2025-12-19 14:59:00,DETECTED,16
2025-12-19 14:59:01,DETECTED,12
2025-12-19 14:59:01,DETECTED,10
2025-12-19 14:59:02,DETECTED,7
2025-12-19 14:59:03,DETECTED,6
2025-12-19 14:59:03,DETECTED,5
2025-12-19 14:59:04,DETECTED,6
2025-12-19 15:00:59,DETECTED,18
2025-12-19 15:00:59,DETECTED,13
2025-12-19 15:01:00,DETECTED,8
